istat_code,comune,provincia,current_plan,current_variant,procedural_status,act_and_date,bur_publication,institutional_source_url,access_date,irdat_dataset_id,irdat_detail_url,irdat_admin_structure,irdat_metadata_date,irdat_publication_date,geometry_source,geometry_format,geometry_crs,geometry_layer_service_id,geometry_alignment_status,currentness_status,evidence_used,independent_current_source,eagle_access_status_baseline,cer_2018_reference,vector_download_status,vector_artifact_path,vector_bytes,vector_sha256,vector_archive_integrity,vector_shp_present,vector_prj_present,notes_gap,detail_error,supplement_source_url,supplement_fetch_status,supplement_sha256
030011,Bicinicco,UD,,,,,,https://www.comune.bicinicco.ud.it/media/files/030011/attachment/SNT_Rapporto_ambientale.pdf,2026-09-19,,,,,,,,,,CURRENT_SOURCE_FOUND_GEOMETRY_TO_VERIFY,CURRENT_SOURCE_FOUND_LINEAGE_INCOMPLETE,Documento comunale della variante 19 di conformazione al PPR che richiama il vigente PRGC; lineage della variante efficace da completare.,,STANDARD_CONFIG_NOT_DETECTED_NOT_A_NEGATIVE_PROOF,D:20160929 H:20160929,NOT_ACQUIRED_CURRENTNESS_UNVERIFIED,,,,,,,Fonte istituzionale corrente individuata; ricostruire latest effective variant e geometria/lineage prima di qualunque uso in Fase 4.,,https://www.comune.bicinicco.ud.it/media/files/030011/attachment/SNT_Rapporto_ambientale.pdf,HTTP_OK_PDF_CURATED,b98f20e46574aae50e04cac2d80a8ff663bd2d1b8cb58c6d6f565640b63dddea
030012,Bordano,UD,PRGC Bordano,,,,,https://irdat.regione.fvg.it/consultatore-dati-ambientali-territoriali/detail/irdat/dataset/12126,2026-09-19,12126,https://irdat.regione.fvg.it/consultatore-dati-ambientali-territoriali/detail/irdat/dataset/12126,Comune di Bordano,,,IRDAT/Comune,,,12126,IRDAT_RECORD_DETAIL_INCOMPLETE,CURRENT_SOURCE_FOUND_LINEAGE_INCOMPLETE,piano regolatore del Comune di Bordano,,PUBLIC_CONFIG_DETECTED,D:20171019 H:,NOT_ACQUIRED_CURRENTNESS_UNVERIFIED,,,,,,,Verificare assenza di varianti efficaci successive e allineamento puntuale del vettore.,,,,
030013,Buja,UD,,,,,,https://www.comune.buja.ud.it/it/piano-regolatore-generale-comunale-v42-217032,2026-09-19,,,,,,,,,,CURRENT_SOURCE_FOUND_GEOMETRY_TO_VERIFY,CURRENT_SOURCE_FOUND_LINEAGE_INCOMPLETE,"Pagina comunale della variante 42, adottata con DCC 46/21-09-2023 e pubblicata BUR 41/11-10-2023; efficacia finale da ricostruire.",,STANDARD_CONFIG_NOT_DETECTED_NOT_A_NEGATIVE_PROOF,D:20141211 H:20141211,NOT_ACQUIRED_CURRENTNESS_UNVERIFIED,,,,,,,Fonte istituzionale corrente individuata; ricostruire latest effective variant e geometria/lineage prima di qualunque uso in Fase 4.,,https://www.comune.buja.ud.it/it/piano-regolatore-generale-comunale-v42-217032,HTTP_OK_KEYWORD_NOT_FOUND,3648a06688e46c98b3991fe698262b1d6115b0e1ddab553a10545ef87d9439e7
030014,Buttrio,UD,PRGC Buttrio,Variant 45,APPROVED_PUBLISHED,,,https://irdat.regione.fvg.it/consultatore-dati-ambientali-territoriali/detail/irdat/dataset/12128,2026-09-19,12128,https://irdat.regione.fvg.it/consultatore-dati-ambientali-territoriali/detail/irdat/dataset/12128,Comune di Buttrio,,,IRDAT/Comune,,,12128,IRDAT_RECORD_DETAIL_INCOMPLETE,CURRENT_SOURCE_FOUND_LINEAGE_INCOMPLETE,"Piano Regolatore Generale del Comune di Buttrio - Variante 45 P.R.G.C approvato con Delibera della Giunta Regionale n. 6 del 26.03.2025, adozione con Delibera del Consiglio Comunale n. 62 del 19.12.2024.",,PUBLIC_CONFIG_DETECTED,D:20161215 H:20161215,NOT_ACQUIRED_CURRENTNESS_UNVERIFIED,,,,,,,Verificare assenza di varianti efficaci successive e allineamento puntuale del vettore.,,,,
030015,Camino al Tagliamento,UD,PRGC Camino al Tagliamento,,,,,https://irdat.regione.fvg.it/consultatore-dati-ambientali-territoriali/detail/irdat/dataset/12129,2026-09-19,12129,https://irdat.regione.fvg.it/consultatore-dati-ambientali-territoriali/detail/irdat/dataset/12129,Comune di Camino al Tagliamento,,,IRDAT/Comune,,,12129,IRDAT_RECORD_DETAIL_INCOMPLETE,CURRENT_SOURCE_FOUND_LINEAGE_INCOMPLETE,piano regolatore del Comune di Camino al Tagliamento,,PUBLIC_CONFIG_DETECTED,D:20170413 H:,NOT_ACQUIRED_CURRENTNESS_UNVERIFIED,,,,,,,Verificare assenza di varianti efficaci successive e allineamento puntuale del vettore.,,,,
030016,Campoformido,UD,PRGC Campoformido,Variant 76,,,,https://irdat.regione.fvg.it/consultatore-dati-ambientali-territoriali/detail/irdat/dataset/12130,2026-09-19,12130,https://irdat.regione.fvg.it/consultatore-dati-ambientali-territoriali/detail/irdat/dataset/12130,Comune di Campoformido,,,IRDAT/Comune,,,12130,IRDAT_RECORD_DETAIL_INCOMPLETE,CURRENT_SOURCE_FOUND_LINEAGE_INCOMPLETE,Piano Regolatore Generale del Comune di Campoformido - Variante 76. Variante resa esecutiva il 02.03.2017,,PUBLIC_CONFIG_DETECTED,D:20170323 H:20170323,NOT_ACQUIRED_CURRENTNESS_UNVERIFIED,,,,,,,Verificare assenza di varianti efficaci successive e allineamento puntuale del vettore.,,,,
030018,Carlino,UD,PRGC Carlino,Variant 29,APPROVED_PUBLISHED,,,https://irdat.regione.fvg.it/consultatore-dati-ambientali-territoriali/detail/irdat/dataset/12278,2026-09-19,12278,https://irdat.regione.fvg.it/consultatore-dati-ambientali-territoriali/detail/irdat/dataset/12278,Comune di Carlino,,,IRDAT/Comune,,,12278,IRDAT_RECORD_DETAIL_INCOMPLETE,CURRENT_SOURCE_FOUND_LINEAGE_INCOMPLETE,"Piano regolatore del Comune di Carlino, la variante 29 è stata adottata con delibera di consiglio n. 33 del 31/07/2019 ed è stata approvata con delibera del consiglio n. 3 del 14/05/2020.",,PUBLIC_CONFIG_DETECTED,D:20161208 H:20161208,NOT_ACQUIRED_CURRENTNESS_UNVERIFIED,,,,,,,Verificare assenza di varianti efficaci successive e allineamento puntuale del vettore.,,,,
030019,Cassacco,UD,,,,,,https://comune.cassacco.ud.it/it/amministrazione-trasparente-4659/pianificazione-e-governo-del-territorio-4729/piano-regolatore-comunale-generale-14423,2026-09-19,,,,,,,,,,CURRENT_SOURCE_FOUND_GEOMETRY_TO_VERIFY,CURRENT_SOURCE_FOUND_LINEAGE_INCOMPLETE,Pagina comunale Piano Regolatore Comunale Generale con elaborati della variante 46 e precedenti; verifica di eventuali varianti successive ancora necessaria.,,STANDARD_CONFIG_NOT_DETECTED_NOT_A_NEGATIVE_PROOF,D:20150723 H:20150723,NOT_ACQUIRED_CURRENTNESS_UNVERIFIED,,,,,,,Fonte istituzionale corrente individuata; ricostruire latest effective variant e geometria/lineage prima di qualunque uso in Fase 4.,,https://comune.cassacco.ud.it/it/amministrazione-trasparente-4659/pianificazione-e-governo-del-territorio-4729/piano-regolatore-comunale-generale-14423,HTTP_OK_KEYWORD_NOT_FOUND,b6cd3030d737fa340fdcdf0d6034c8c4ada0e35bd3663bbbd9797d8641f9bad6
030020,Castions di Strada,UD,PRGC Castions di Strada,,,,,https://irdat.regione.fvg.it/consultatore-dati-ambientali-territoriali/detail/irdat/dataset/12136,2026-09-19,12136,https://irdat.regione.fvg.it/consultatore-dati-ambientali-territoriali/detail/irdat/dataset/12136,Comune di Castions di Strada,,,IRDAT/Comune,,,12136,IRDAT_RECORD_DETAIL_INCOMPLETE,CURRENT_SOURCE_FOUND_LINEAGE_INCOMPLETE,piano regolatore del Comune di Castions di Strada,,PUBLIC_CONFIG_DETECTED,D:20170810 H:20170810,NOT_ACQUIRED_CURRENTNESS_UNVERIFIED,,,,,,,Verificare assenza di varianti efficaci successive e allineamento puntuale del vettore.,,,,
030021,Cavazzo Carnico,UD,PRGC Cavazzo Carnico,,,,,https://irdat.regione.fvg.it/consultatore-dati-ambientali-territoriali/detail/irdat/dataset/12138,2026-09-19,12138,https://irdat.regione.fvg.it/consultatore-dati-ambientali-territoriali/detail/irdat/dataset/12138,Comune di Cavazzo Carnico,,,IRDAT/Comune,,,12138,IRDAT_RECORD_DETAIL_INCOMPLETE,CURRENT_SOURCE_FOUND_LINEAGE_INCOMPLETE,piano regolatore del Comune di Cavazzo Carnico,,PUBLIC_CONFIG_DETECTED,D: H:,NOT_ACQUIRED_CURRENTNESS_UNVERIFIED,,,,,,,Verificare assenza di varianti efficaci successive e allineamento puntuale del vettore.,,,,
030022,Cercivento,UD,PRGC Cercivento,,APPROVED_PUBLISHED,,,https://irdat.regione.fvg.it/consultatore-dati-ambientali-territoriali/detail/irdat/dataset/12139,2026-09-19,12139,https://irdat.regione.fvg.it/consultatore-dati-ambientali-territoriali/detail/irdat/dataset/12139,Comune di Cercivento,,,IRDAT/Comune,,,12139,IRDAT_RECORD_DETAIL_INCOMPLETE,CURRENT_SOURCE_FOUND_LINEAGE_INCOMPLETE,"Estrazione comunale parziale derivata dalla Unione delle zone omogenee di tutti i piani regolatori della Carnia - L'assemblaggio viene aggiornato in modo dinamico seguendo le indicazioni degli Uffici Tecnici comunali. La Certificazione Urbanistica deve essere richiesta agli Uffici Tecnici Comunali. Il disallineamento dei confini dei comuni e dello zooning deriva dalle operazioni di raddrizzamento effettuate sugli strati originari per i Piani regolatori che sono stati in passato costruiti su basi catastali deformate. Le Zonizzazioni dei Piani Regolatori Generali Comunali sono pubblicate per la sola consultazione. L’identificazione geografica del mappale non ha significato di consultazione catastale ma ha il solo scopo di rappresentare la porzione di terreno nel contesto della pianificazione urbanistica del Comune. Il dato non ha carattere di ufficialità. La pubblicazione è concordata con gli Uffici Tecnici Comunali ed il grado di allineamento ai confini e di aggiornamento migliorerà progressivamente attraverso l’interazione tra Sistema Informativo Montano e Uffici Tecnici dei comuni. Per i comuni di Villa Santina, Enemonzo, Raveo e Lauco occorre tenere conto della Zonizzazione del Parco Intercomunale delle Colline Carniche (L.R. 42/1996). Per ogni qualsiasi altro dubbio sull'utilizzo del dato e sul grado di ufficialità si rimanda alla consultazione della scheda dei metadati, o si consiglia di fare riferimento al Punto di contatto.",,PUBLIC_CONFIG_DETECTED,D: H:,NOT_ACQUIRED_CURRENTNESS_UNVERIFIED,,,,,,,Verificare assenza di varianti efficaci successive e allineamento puntuale del vettore.,,,,
030023,Cervignano del Friuli,UD,PRGC Cervignano del Friuli,Variant 91,APPROVED_PUBLISHED,,BUR n. 34 del 24/08/2022,https://irdat.regione.fvg.it/consultatore-dati-ambientali-territoriali/detail/irdat/dataset/12280,2026-09-19,12280,https://irdat.regione.fvg.it/consultatore-dati-ambientali-territoriali/detail/irdat/dataset/12280,Comune di Cervignano del Friuli,,,IRDAT/Comune,,,12280,IRDAT_RECORD_DETAIL_INCOMPLETE,CURRENT_SOURCE_FOUND_LINEAGE_INCOMPLETE,"Il vigente PRGC è stato approvato con deliberazione del Consiglio comunale n. 33 del 13/07/2001 la cui esecutività è stata confermata con DPGR n. 045/Pres. di data 15/02/2002; successivamente lo strumento urbanistico generale è stato oggetto di diverse varianti tra cui la variante n. 91 approvata ai sensi dell’art. 63 bis della L.R. 5/2007 e s.m.i. con deliberazione del Consiglio comunale n.16 del 25/03/2022, resa esecutiva con Decreto del Presidente della Regione 09/08/2022 n. 0105/Pres. pubblicato sul BUR n. 34 del 24/08/2022.",,PUBLIC_CONFIG_DETECTED,D:20170427 H:20170427,NOT_ACQUIRED_CURRENTNESS_UNVERIFIED,,,,,,,Verificare assenza di varianti efficaci successive e allineamento puntuale del vettore.,,,,
030024,Chiopris-Viscone,UD,PRGC Chiopris-Viscone,28,ONLINE_PLAN_INDICATIVE_NON_OFFICIAL,,,https://comune.chiopris-viscone.ud.it/it/il-comune-informa-52358/piano-regolatore-generale-comunale-online-52555,2026-09-19,,,,,,Comune / PRGC online,PDF/WEB,,,LINEAGE_NOT_FULLY_VERIFIED,CURRENT_SOURCE_FOUND_LINEAGE_INCOMPLETE,Pagina comunale con zonizzazione e relazione Variante 28; il Comune avverte che i contenuti online sono indicativi e non ufficiali.,https://comune.chiopris-viscone.ud.it/it/il-comune-informa-52358/piano-regolatore-generale-comunale-online-52555,PUBLIC_CONFIG_DETECTED,D:20130815 H:20130815,NOT_ACQUIRED_LINEAGE_INCOMPLETE,,,,,,,La stessa pagina esclude valore certificativo; ultima variante efficace e allineamento vettoriale non chiusi.,,https://comune.chiopris-viscone.ud.it/it/il-comune-informa-52358/piano-regolatore-generale-comunale-online-52555,MATERIALIZED,B6CD3030D737FA340FDCDF0D6034C8C4ADA0E35BD3663BBBD9797D8641F9BAD6
030025,Chiusaforte,UD,PRGC Chiusaforte,37,OFFICIAL_PLAN_DOCUMENT_FOUND,,,https://comune.chiusaforte.ud.it/media/files/md/030025/norme_Chiusaforte_a_var_37_novembre_2018_mxGcIP3.pdf,2026-09-19,,,,,,Comune - PDF PRGC,PDF,,,LINEAGE_NOT_FULLY_VERIFIED,CURRENT_SOURCE_FOUND_LINEAGE_INCOMPLETE,Documento comunale ufficiale delle norme coordinate alla Variante 37.,https://comune.chiusaforte.ud.it/media/files/md/030025/norme_Chiusaforte_a_var_37_novembre_2018_mxGcIP3.pdf,STANDARD_CONFIG_NOT_DETECTED_NOT_A_NEGATIVE_PROOF,D:20131024 H:,NOT_ACQUIRED_LINEAGE_INCOMPLETE,,,,,,,Documento di piano reperito ma non prova che la Variante 37 sia l'ultima efficace al 2026; nessun vettore corrente verificato.,,https://comune.chiusaforte.ud.it/media/files/md/030025/norme_Chiusaforte_a_var_37_novembre_2018_mxGcIP3.pdf,MATERIALIZED,3DEC73B949A1CA65D2EC47663B4AC4EAC259881327958AB8C6C52191798B4EB8
030026,Cividale del Friuli,UD,PRGC Cividale del Friuli,Variant 9,,,,https://irdat.regione.fvg.it/consultatore-dati-ambientali-territoriali/detail/irdat/dataset/12234,2026-09-19,12234,https://irdat.regione.fvg.it/consultatore-dati-ambientali-territoriali/detail/irdat/dataset/12234,Comune di Cividale del Friuli,,,IRDAT/Comune,,,12234,IRDAT_RECORD_DETAIL_INCOMPLETE,CURRENT_SOURCE_FOUND_LINEAGE_INCOMPLETE,"Piano Regolatore Generale Comunale della Citta' di Cividale del Friuli , Variante 9",,PUBLIC_CONFIG_DETECTED,D:20170406 H:20170406,NOT_ACQUIRED_CURRENTNESS_UNVERIFIED,,,,,,,Verificare assenza di varianti efficaci successive e allineamento puntuale del vettore.,,,,
030027,Codroipo,UD,PRGC Codroipo,,,,,https://irdat.regione.fvg.it/consultatore-dati-ambientali-territoriali/detail/irdat/dataset/12142,2026-09-19,12142,https://irdat.regione.fvg.it/consultatore-dati-ambientali-territoriali/detail/irdat/dataset/12142,Comune di Codroipo,,,IRDAT/Comune,,,12142,IRDAT_RECORD_DETAIL_INCOMPLETE,CURRENT_SOURCE_FOUND_LINEAGE_INCOMPLETE,piano regolatore del Comune di Codroipo,,PUBLIC_CONFIG_DETECTED,D:20171214 H:20171214,NOT_ACQUIRED_CURRENTNESS_UNVERIFIED,,,,,,,Verificare assenza di varianti efficaci successive e allineamento puntuale del vettore.,,,,
030028,Colloredo di Monte Albano,UD,PRGC Colloredo di Monte Albano,21,OFFICIAL_VARIANT_DOCUMENT_FOUND,,,https://www.comune.colloredodimontealbano.ud.it/media/files/030028/attachment/CMA_var_21_relazione_HeDMHYJ.pdf,2026-09-19,,,,,,Comune - elaborati Variante 21 / SIT collinare,PDF/WEBGIS,,,LINEAGE_NOT_FULLY_VERIFIED,CURRENT_SOURCE_FOUND_LINEAGE_INCOMPLETE,Relazione comunale Variante 21; SIT collinare pubblica PRGC aggiornato alla Var.21.,https://www.comune.colloredodimontealbano.ud.it/media/files/030028/attachment/CMA_var_21_relazione_HeDMHYJ.pdf,STANDARD_CONFIG_NOT_DETECTED_NOT_A_NEGATIVE_PROOF,D:20161222 H:,NOT_ACQUIRED_LINEAGE_INCOMPLETE,,,,,,,SIT ha finalità informative; manca chiusura formale sull'assenza di varianti efficaci successive e vettore ufficiale corrente.,,https://www.comune.colloredodimontealbano.ud.it/media/files/030028/attachment/CMA_var_21_relazione_HeDMHYJ.pdf,MATERIALIZED,DA418751C6A109999723F62DCF679E1C49306088812DF6D708D4ACFDD5076D60
